set_number,set_name,year_released,number_of_parts,theme_name
8785476-1,MUJI Sea Set,2010,91,Other
8785483-1,MUJI Circus Set,2010,91,Other
8785490-1,MUJI Animals Set,2010,0,Other
8785506-1,MUJI Colour Paper Pad and Perforation Grid,2010,0,Other
BauMit-1,BAU MIT!,2009,1,Other
BOOKANDPENCIL-1,Book and Pencil,2020,19,Other
Duck75-1,75th Anniversary Duck on Wheels,2007,44,Other
e1a1401-1,MUJI Basic Set,2011,64,Other
e1a1402-1,MUJI Animal / Vehicle Set,2011,196,Other
e1a1403-1,MUJI Moving Set,2011,109,Other
e1a1404-1,MUJI Christmas Set,2011,120,Other
fdp01-1,LEGO Familiedage Puzzle Promo 2009,2009,7,Other
HUBBLEMOSAIC-1,Hubble Image Mosaic,2021,179,Other
iFountain-1,iFountain (Lego / Coca-Cola Employee Exclusive),2001,331,Other
IKEAKIT-1,BYGGLEK Children Kit,2021,0,Other
lfv1-1,Le Fleuriste Collector Vase - Rapid Flore Pop Color,2010,352,Other
lfv2-1,Le Fleuriste Collector Vase - Happy,2010,297,Other
lfv3-1,Le Fleuriste Collector Vase - Monceau Fleurs Blue Chic,2010,350,Other
LIGHTBULB-1,Celebrating Moments That CLICK Light Bulb,2009,57,Other
LMG001-1,LEGO Japan Small Duck,2003,8,Other
LMG002-1,LEGO Japan Cat,2004,10,Other
LMG003-1,LEGO Japan Ostrich,2004,10,Other
LMG003-2,LEGO Japan Ostrich Yellow Label Version,2006,10,Other
LMG004-1,LEGO Japan Spinning Top,2004,12,Other
LMG005-1,LEGO Japan Deer,2003,13,Other
LMG006-1,LEGO Japan Dog,2005,13,Other
LMG006-2,LEGO Japan Dog Blue Label Version,2006,13,Other
LMG007-1,LEGO Japan Snake,2005,9,Other
LMG008-1,LEGO Japan Whale,2005,10,Other
LMG009-1,LEGO Japan Snail,2004,8,Other
LMG010-1,LEGO Japan Santa,2005,13,Other
M20-2555-10,Modulex Box - 10x Window 1 x 5 x 5,1963,10,Other
RAMBOLL-1,Ramboll Oil Platform,2008,216,Other
Sphinx-1,Sphinx,2008,29,Other
8630-1,Mission 3: Gold Hunt,2008,352,Agents
8631-1,Mission 1: Jetpack Pursuit,2008,88,Agents
8632-1,Mission 2: Swamp Raid,2008,231,Agents
8633-1,Mission 4: Speedboat Rescue,2008,342,Agents
8634-1,Mission 5: Turbocar Chase,2008,497,Agents
8635-1,Mission 6: Mobile Command Center,2008,1155,Agents
8636-1,Mission 7: Deep Sea Quest,2008,521,Agents
8637-1,Mission 8: Volcano Base,2008,716,Agents
8967-1,Gold Tooth's Getaway,2009,68,Agents
8968-1,River Heist,2009,203,Agents
8969-1,4-Wheeling Pursuit,2009,320,Agents
8970-1,Robo Attack,2009,414,Agents
8971-1,Aerial Defense Unit,2009,733,Agents
5004554-1,Ultra Agents Collection,2015,0,Ultra Agents
70160-1,Riverside Raid,2014,88,Ultra Agents
70161-1,Tremor Track Infiltration,2014,241,Ultra Agents
70162-1,Infearno Interception,2014,312,Ultra Agents
70163-1,Toxikita's Toxic Meltdown,2014,429,Ultra Agents
70164-1,Hurricane Heist,2014,589,Ultra Agents
70165-1,Ultra Agents Mission HQ,2014,1059,Ultra Agents
70166-1,Spyclops Infiltration,2015,109,Ultra Agents
70167-1,Invizable Gold Getaway,2015,237,Ultra Agents
70168-1,Drillex Diamond Job,2015,312,Ultra Agents
70169-1,Agent Stealth Patrol,2015,475,Ultra Agents
70170-1,UltraCopter vs. AntiMatter,2015,614,Ultra Agents
70171-1,Ultrasonic Showdown,2015,187,Ultra Agents
70172-1,AntiMatter's Portal Hideout,2015,474,Ultra Agents
70173-1,Ultra Agents Ocean HQ,2015,1204,Ultra Agents
6771-1,Ogel Command Striker,2001,29,Alpha Team
6772-1,Alpha Team Cruiser,2001,58,Alpha Team
6773-1,Alpha Team Helicopter,2001,79,Alpha Team
6774-1,Alpha Team ATV,2001,135,Alpha Team
6775-1,Alpha Team Bomb Squad,2001,192,Alpha Team
6776-1,Ogel Control Center,2001,415,Alpha Team
1425-1,Dash Jet Sub,2002,23,Mission Deep Sea
1426-1,Cam Wing Diver,2002,21,Mission Deep Sea
1427-1,Ogel Marine Slizer,2002,21,Mission Deep Sea
3391-1,"Dash, Mission Deep Sea, Chupa Chups Promotional",2003,13,Mission Deep Sea
4788-1,Ogel Mutant Ray,2002,68,Mission Deep Sea
4789-1,Alpha Team Aquatic Mech,2002,166,Mission Deep Sea
4790-1,Alpha Team Robot Diver,2002,32,Mission Deep Sea
4791-1,Alpha Team Sub-Surface Scooter,2002,45,Mission Deep Sea
4792-1,Alpha Team Navigator and ROV,2002,93,Mission Deep Sea
4793-1,Ogel Sub Shark,2002,115,Mission Deep Sea
4794-1,Alpha Team Command Sub,2002,188,Mission Deep Sea
4795-1,Ogel Underwater Base and AT Sub,2002,480,Mission Deep Sea
4796-1,Ogel Mutant Squid,2002,62,Mission Deep Sea
4797-1,Ogel Mutant Killer Whale,2002,57,Mission Deep Sea
4798-1,Evil Ogel Attack,2002,21,Mission Deep Sea
4799-1,Ogel Drone Octopus,2002,18,Mission Deep Sea
4800-1,Jet Sub,2002,23,Mission Deep Sea
4742-1,Chill Speeder,2004,58,Mission Deep Freeze
4743-1,Ice Blade,2004,108,Mission Deep Freeze
4744-1,Tundra Tracker,2004,141,Mission Deep Freeze
4745-1,Blue Eagle vs. Snow Crawler,2004,257,Mission Deep Freeze
4746-1,Mobile Command Center,2004,425,Mission Deep Freeze
4748-1,Ogel's Mountain Fortress,2004,436,Mission Deep Freeze
4770-1,Blizzard Blaster,2004,305,Mission Deep Freeze
4774-1,Scorpion Orb Launcher,2004,229,Mission Deep Freeze
6104-1,Aquacessories,1996,26,Aquazone
1728-1,Crystal Crawler,1996,97,Aquanauts
1749-1,Paravane,1996,16,Aquanauts
1806-1,Underwater Scooter,1996,16,Aquanauts
1822-1,Sea Claw 7,1995,189,Aquanauts
6125-1,Sea Sprint 9,1995,32,Aquanauts
6145-1,Crystal Crawler,1996,96,Aquanauts
6175-1,Crystal Explorer Sub,1995,167,Aquanauts
6195-1,Neptune Discovery Lab,1995,513,Aquanauts
2160-1,Crystal Scavenger,1997,114,Aquaraiders I
2161-1,Aqua Dozer,1997,137,Aquaraiders I
2162-1,Hydro Reef Wrecker,1997,288,Aquaraiders I
7770-1,Deep Sea Treasure Hunter,2007,79,Aquaraiders II
7771-1,Angler Ambush,2007,135,Aquaraiders II
7772-1,Lobster Strike,2007,224,Aquaraiders II
7773-1,Tiger Shark Attack,2007,339,Aquaraiders II
7774-1,Crab Crusher,2007,599,Aquaraiders II
7775-1,Aquabase Invasion,2007,854,Aquaraiders II
7776-1,The Shipwreck,2007,246,Aquaraiders II
K7775-1,Complete Aqua Raiders Collection,2007,0,Aquaraiders II
K7776-1,Ultimate Aqua Raiders Collection,2007,0,Aquaraiders II
6115-1,Shark Scout,1995,28,Aquasharks
6135-1,Spy Shark,1996,60,Aquasharks
6155-1,Deep Sea Predator,1995,104,Aquasharks
6190-1,Shark's Crystal Cave,1996,259,Aquasharks
1095-1,Super Sub,1999,24,Hydronauts
6100-1,Aqua Dart,1998,24,Hydronauts
6110-1,Solo Sub,1998,25,Hydronauts
6150-1,Crystal Detector,1998,106,Hydronauts
6159-1,Crystal Detector,1998,105,Hydronauts
6180-1,Hydro Search Sub,1998,298,Hydronauts
6199-1,Hydro Crystallization Station,1998,483,Hydronauts
6107-1,Recon Ray,1998,20,Stingrays
6109-1,Sea Creeper,1998,79,Stingrays
6140-1,Crab,1998,78,Stingrays
6160-1,Sea Scorpion,1998,305,Stingrays
6198-1,Stingray Stormer,1998,412,Stingrays
20013-1,Mini Neptune Carrier,2010,63,Atlantis
30040-1,Octopus,2010,42,Atlantis
30041-1,Piranha,2010,45,Atlantis
30042-1,Mini Sub,2010,37,Atlantis
66365-1,Atlantis 4 in 1 Super Pack,2010,0,Atlantis
7976-1,Ocean Speeder,2011,54,Atlantis
7977-1,Seabed Strider,2011,105,Atlantis
7978-1,Angler Attack,2011,201,Atlantis
7984-1,Deep Sea Raider,2011,265,Atlantis
7985-1,City of Atlantis,2011,687,Atlantis
8056-1,Monster Crab Clash,2010,69,Atlantis
8057-1,Wreck Raider,2010,65,Atlantis
8058-1,Guardian of the Deep,2010,145,Atlantis
8059-1,Seabed Scavenger,2010,120,Atlantis
8060-1,Typhoon Turbo Sub,2010,198,Atlantis
8061-1,Gateway of the Squid,2010,356,Atlantis
8072-1,Sea Jet,2010,24,Atlantis
8073-1,Manta Warrior,2010,13,Atlantis
8075-1,Neptune Carrier,2010,481,Atlantis
8076-1,Deep Sea Striker,2010,261,Atlantis
8077-1,Atlantis Exploration HQ,2010,475,Atlantis
8078-1,Portal of Atlantis,2010,1008,Atlantis
8079-1,Shadow Snapper,2010,245,Atlantis
8080-1,Undersea Explorer,2010,364,Atlantis
3828-1,Air Temple,2006,401,Avatar: The Last Airbender
3829-1,Fire Nation Ship,2006,724,Avatar: The Last Airbender
2555-1,Swing Set,1998,53,Belville
2858-1,Girl with Two Cats,1999,10,Belville
5801-1,Millimy the Fairy,1999,19,Belville
5802-1,Princess Rosaline,1999,9,Belville
5803-1,Iris,1999,11,Belville
5804-1,Witch's Cottage,1999,44,Belville
5805-1,Princess Rosaline's Room,1999,79,Belville
5807-1,The Royal Stable,1999,70,Belville
5808-1,The Enchanted Palace,1999,228,Belville
5810-1,Vanity Fun,1995,29,Belville
5811-1,Prince Justin,1999,6,Belville
5812-1,King,1999,11,Belville
5820-1,Garden Fun,1996,40,Belville
5821-1,Pamela's Picnic Time,1997,14,Belville
5822-1,Jennifer and Foal,1997,7,Belville
5823-1,The Good Fairy's Bedroom,2000,39,Belville
5824-1,The Good Fairy's House,2000,77,Belville
5825-1,Stella and the Fairy,2000,61,Belville
5826-1,The Queen's Room,2000,81,Belville
5827-1,Royal Coach,2000,95,Belville
5830-1,Fun-Day Sundaes,1995,34,Belville
5831-1,Adventurous Puppies,2001,16,Belville
5832-1,Vanilla's Magic Tea Party,2001,13,Belville
5833-1,Rosita's Wonderful Stable,2001,39,Belville
5834-1,The Enchanted Garden,2001,103,Belville
5835-1,Dance Studio,1996,45,Belville
5836-1,Beautiful Baby Princess,2002,27,Belville
5837-1,Flora's Bubbling Bath,2002,32,Belville
5838-1,The Wicked Madam Frost,2002,36,Belville
5840-1,Garden Playmates,1995,98,Belville
5841-1,Beach Fun,1998,47,Belville
5842-1,Vanilla's Frosty Sleighride,2002,35,Belville
5843-1,Queen Rose and the Little Prince Charming,2002,77,Belville
5844-1,Dolphin Windsurfer,1998,18,Belville
5845-1,Dolphin Show,1998,55,Belville
5846-1,Desert Island,1998,97,Belville
5847-1,Surfers' Paradise,1998,141,Belville
5848-1,Family Yacht / Luxury Cruiser,1998,234,Belville
5850-1,The Royal Crystal Palace,2002,151,Belville
5853-1,Lucinda and Cressida,1997,10,Belville
5854-1,Pony Trekking,1997,60,Belville
5855-1,Riding Stables,1997,176,Belville
5856-1,Paprika and the Mischievous Monkey,2003,51,Belville
5857-1,Safran's Amazing Bazaar,2003,101,Belville
5858-1,"The Golden Palace, Blue Box",2003,178,Belville
5858-2,"The Golden Palace, Purple/Silver Box",2004,177,Belville
5859-1,Little Garden Fairy,2003,52,Belville
5860-1,Love 'N' Lullabies,1994,58,Belville
5861-1,Fairy Island,2003,118,Belville
5862-1,Flower Fairy Party [Blue Box],2003,162,Belville
5862-2,Flower Fairy Party [Purple/Silver Box],2004,163,Belville
5870-1,Pretty Playland,1994,111,Belville
5871-1,Riding Stables,2002,176,Belville
5872-1,Golden Land,2003,32,Belville
5873-1,Fairyland,2003,19,Belville
5874-1,Nursery,1997,68,Belville
5875-1,Hospital Ward,1996,108,Belville
5876-1,Hospital Ward,1996,111,Belville
5877-1,Wedding Coach,2004,78,Belville
5880-1,Prize Pony Stables,1994,136,Belville
5890-1,Pretty Wishes Playhouse,1994,236,Belville
5895-1,Villa Belville,1996,339,Belville
5940-1,Doll House,2004,217,Belville
5941-1,Riding School,2004,188,Belville
5942-1,Pop Studio,2004,105,Belville
5943-1,Interior Designer,2004,97,Belville
5944-1,Cat Show,2004,34,Belville
5960-1,The Mermaid Castle,2005,240,Belville
5961-1,Snow Queen,2005,57,Belville
5962-1,The Tinderbox,2005,86,Belville
5963-1,The Princess and the Pea,2005,54,Belville
5964-1,Thumbelina,2005,47,Belville
5977-1,Bears on the Beach,2001,17,Belville
7577-1,Winter Wonder Palace,2006,168,Belville
7578-1,Ultimate Princesses,2006,164,Belville
7579-1,Blossom Fairy,2006,52,Belville
7580-1,The Skating Princess,2007,26,Belville
7581-1,Winter Royal Stables,2007,92,Belville
7582-1,Royal Summer Palace,2007,188,Belville
7583-1,Playful Puppy,2008,83,Belville
7585-1,Horse Stable,2008,224,Belville
7586-1,Sunshine Home,2008,457,Belville
7587-1,Horse Jumping,2008,58,Belville
K5805-1,Princess Rosaline and her Friends Kit,1999,0,Belville
K5808-1,Enchanted Kingdom Kit,1999,0,Belville
K5850-1,Belville Kit,2003,0,Belville
K5858-1,The Golden Palace Collection,2003,0,Belville
K5862-1,Flower Fairy Party Collection,2003,0,Belville
10023-1,Master Builder Set,2002,111,Bionicle
10201-1,Takutanuva,2003,1,Bionicle
10202-1,Ultimate Dume (Limited Edition with Exclusive Mask Of Power),2004,3,Bionicle
10202-2,Ultimate Dume,2004,0,Bionicle
10203-1,Voporak,2005,0,Bionicle
10204-1,Vezon & Kardas,2006,0,Bionicle
1388-1,Huki [McDonald's Promo Set #1],2001,8,Bionicle
1389-1,Onepu [McDonald's Promo Set #2],2001,8,Bionicle
1390-1,Maku [McDonald's Promo Set #3],2001,8,Bionicle
1391-1,Jala [McDonald's Promo Set #4],2001,8,Bionicle
1392-1,Kongu [McDonald's Promo Set #5],2001,8,Bionicle
1393-1,Matoro [McDonald's Promo Set #6],2001,8,Bionicle
1417-1,Vakama (Kabaya version),2001,26,Bionicle
1417-2,Vakama (Polybag version),2003,26,Bionicle
1418-1,Matau,2001,25,Bionicle
1419-1,Nokama (Kabaya Promotional),2001,27,Bionicle
1420-1,Nuju,2001,29,Bionicle
1431-1,Tahnok Va (Kabaya Promotional),2002,26,Bionicle
1432-1,Nuhvok Va (Kabaya Promotional),2002,25,Bionicle
1433-1,Gahlok Va (Kabaya Promotional),2002,25,Bionicle
1434-1,Lehvak Va (Kabaya Promotional),2002,24,Bionicle
1441-1,Fikou (Tree-Spider),2003,13,Bionicle
20005-1,Winged Rahi (Klakk),2008,38,Bionicle
20012-1,Click,2009,33,Bionicle
26374-1,Bohrok Swarm Trading Game: Blue Pack,2002,0,Bionicle
26377-1,Bohrok Swarm Trading Game: Red Pack,2002,0,Bionicle
26379-1,Bohrok Swarm Trading Game: Green Pack,2002,0,Bionicle
2853303-1,Glatorian Legends Collection,2009,0,Bionicle
3259-1,Kanoka Launcher And Disc,2004,2,Bionicle
3287-1,Takutanuva,2004,0,Bionicle
4151847-1,Bionicle Trading Card Game 1: Gali & Pohatu,2001,0,Bionicle
4151848-1,Bionicle Trading Card Game 1: Tahu & Kopaka,2001,0,Bionicle
4151849-1,Bionicle Trading Card Game 1: Onua & Lewa,2001,0,Bionicle
4228383-1,Vakama Promotional Set,2003,2,Bionicle
4868-1,Rahaga Gaaki,2005,28,Bionicle
4869-1,Rahaga Pouks,2005,28,Bionicle
4870-1,Rahaga Kualus,2005,28,Bionicle
4877-1,Rahaga Norik,2005,28,Bionicle
4878-1,Rahaga Bomonga,2005,28,Bionicle
4879-1,Rahaga Iruini,2005,28,Bionicle
5002941-1,Bionicle Hero Pack,2015,9,Bionicle
5002942-1,Bionicle Villain Pack,2015,10,Bionicle
5004409-1,Bionicle 2016 Accessory Pack,2016,5,Bionicle
5004459-1,Protector of Fire – Power Up,2015,0,Bionicle
5004462-1,Protector of Ice – Power Up,2015,0,Bionicle
5004463-1,Protector of Jungle – Power Up,2015,0,Bionicle
5004465-1,Protector of Stone – Power Up,2015,0,Bionicle
5004466-1,Protector of Earth – Power Up,2015,0,Bionicle
5004467-1,Protector of Water – Power Up,2015,0,Bionicle
601601-1,Scorpion,2016,19,Bionicle
601602-1,Ekimu Falcon,2016,29,Bionicle
6126-1,Good Guy 2008,2008,26,Bionicle
6127-1,Bad Guy 2008,2008,29,Bionicle
6128-1,Function 2008,2008,22,Bionicle
65071-1,Dual Pack: Lehvak & Pahrak,2002,1,Bionicle
65109-1,Pahrak Nuhvok Gahlok Co-Pack,2002,0,Bionicle
65110-1,Kohrak Lehvak Tahnok Co-Pack,2002,0,Bionicle
65127-1,Bohrok Co-Pack (contains 8560 8561 8563),2002,0,Bionicle
65128-1,Bohrok Co-Pack (contains 8562 8564 8565),2002,0,Bionicle
65186-1,Bohrok 3-pack (contains 8560 8561 8564),2002,0,Bionicle
65229-1,Rahkshi Co-Pack 1,2003,0,Bionicle
65230-1,Rahkshi Co-Pack 2,2003,0,Bionicle
65258-1,Power Chamber with Gahlok Tahnok Va Pahrak Va and Gahlok Va,2003,0,Bionicle
65277-1,Rahkshi Kaita Za Pack (Includes Turahk Lerahk Kurahk and Tahnok Va),2003,0,Bionicle
65295-1,Matoro and Kopeke Twin Pack with Gold Avohkii,2003,1,Bionicle
65296-1,Hewkii and Hahli Twin Pack with Gold Avohkii,2003,1,Bionicle
65297-1,Hafu and Macku Twin Pack with Gold Avohkii,2003,1,Bionicle
65415-1,Bionicle Value Pack,2003,0,Bionicle
65418-1,Bionicle Value Pack,2003,0,Bionicle
65468-1,Toa Metru Twin Pack with Kanoka and Poster,2004,0,Bionicle
65514-1,Matoran / Vahki Co-Pack 1 (contains 8607 8611 8614 8616 8618),2004,0,Bionicle
65515-1,Matoran / Vahki Co-Pack 2 (contains 8610 8612 8615 8617 8619),2004,0,Bionicle
65545-1,Ta-Metru Collector's Pack,2004,1,Bionicle
65547-1,Bionicle Value Pack,2004,0,Bionicle
65549-1,Bionicle Bonus Pack,2004,0,Bionicle
65716-1,Limited Edition Collector Pack,2004,0,Bionicle
65757-1,Special Edition Guardian Toa,2005,0,Bionicle
65808-1,Toa Hordika Value Pack,2005,0,Bionicle
65813-1,Special Edition Co-Pack with Sidorak and Toa Iruini (8756 8762),2005,0,Bionicle
65829-1,Bionicle Value Pack,2005,0,Bionicle
65830-1,Bionicle Value Pack,2005,0,Bionicle
66131-1,Bionicle Value Pack,2006,0,Bionicle
66138-1,Toa Hordika Collection,2005,0,Bionicle
66147-1,Bionicle Value Pack,2006,0,Bionicle
66148-1,Bionicle Value Pack,2006,0,Bionicle
66157-1,Korea Bionicle Value Pack,2006,0,Bionicle
66158-1,Bionicle Value Pack,2006,0,Bionicle
66170-1,Bionicle Value Pack,2006,0,Bionicle
6620-1,Ultimate Accessory Set 500,2006,500,Bionicle
66207-1,Gift Set,2006,0,Bionicle
66235-1,Bionicle Value Pack,2007,0,Bionicle
66272-1,Bionicle Costco Canada Co-Pack A,2008,0,Bionicle
66273-1,Bionicle Costco Canada Co-ack B,2008,0,Bionicle
66274-1,Bionicle Costco Canada Co-Pack C,2008,0,Bionicle
66333-1,Bionicle Costco Canada Co-Pack A,2009,0,Bionicle
66334-1,Bionicle Costco Canada Co-Pack B,2009,0,Bionicle
66335-1,Bionicle Costco Canada Co-Pack C,2009,0,Bionicle
6637-1,Ultimate Battle Set,2005,0,Bionicle
6638-1,Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces,2006,285,Bionicle
6934-1,BIONICLE Good Guy Polybag (Disney Promotional Sweden),2006,16,Bionicle
6935-1,BIONICLE Bad Guy (Disney Promotional Sweden),2006,16,Bionicle
6936-1,Piraka & Catapult,2007,20,Bionicle
6937-1,Give Away,2006,17,Bionicle
6944-1,Good Guy 07,2007,20,Bionicle
6945-1,Bad Guy,2007,25,Bionicle
6946-1,Squid Launcher Function,2007,23,Bionicle
70784-1,Lewa - Master of Jungle,2015,85,Bionicle
70785-1,Pohatu - Master of Stone,2015,66,Bionicle
70786-1,Gali - Master of Water,2015,87,Bionicle
70787-1,Tahu - Master of Fire,2015,89,Bionicle
70788-1,Kopaka - Master of Ice,2015,97,Bionicle
70789-1,Onua - Master of Earth,2015,108,Bionicle
70790-1,Lord of Skull Spiders,2015,145,Bionicle
70791-1,Skull Warrior,2015,102,Bionicle
70792-1,Skull Slicer,2015,71,Bionicle
70793-1,Skull Basher,2015,72,Bionicle
70794-1,Skull Scorpio,2015,107,Bionicle
70795-1,Mask Maker vs. Skull Grinder,2015,171,Bionicle
7116-1,Tahu,2010,19,Bionicle
7117-1,Gresh,2010,19,Bionicle
71300-1,Uxar Creature of Jungle,2016,89,Bionicle
71301-1,Ketar Creature of Stone,2016,80,Bionicle
71302-1,Akida Creature of Water,2016,120,Bionicle
71303-1,Ikir Creature of Fire,2016,77,Bionicle
71304-1,Terak Creature of Earth,2016,74,Bionicle
71305-1,Lewa Uniter of Jungle,2016,79,Bionicle
71306-1,Pohatu Uniter of Stone,2016,90,Bionicle
71307-1,Gali Uniter of Water,2016,88,Bionicle
71308-1,Tahu Uniter of Fire,2016,132,Bionicle
71309-1,Onua Uniter of Earth,2016,143,Bionicle
71310-1,Umarak the Hunter,2016,172,Bionicle
71311-1,Kopaka and Melum - Unity set,2016,171,Bionicle
71312-1,Ekimu the Mask Maker,2016,94,Bionicle
71313-1,Lava Beast,2016,114,Bionicle
71314-1,Storm Beast,2016,109,Bionicle
71315-1,Quake Beast,2016,102,Bionicle
71316-1,Umarak the Destroyer,2016,191,Bionicle
7135-1,Takanuva,2010,21,Bionicle
7136-1,Skrall,2010,21,Bionicle
7137-1,Piraka,2010,15,Bionicle
7138-1,Rahkshi,2010,18,Bionicle
7216-1,Gold Good Guy - looking Right (Duracell 8 pack AA) {Turaga Lhikan},2006,22,Bionicle
7216-2,Gold Good Guy - looking Left (Duracell 12 pack AA) {Turaga Lhikan},2006,22,Bionicle
7216-3,Gold Good Guy - looking Right (Duracell 12 pack AA) {Turaga Lhikan},2006,22,Bionicle
7217-1,Braca (Duracell 12 pack AA battery promotion),2006,16,Bionicle
7217-2,Braca (Duracell 8 pack AA battery promotion),2006,16,Bionicle
7716-1,QUICK Good Guy White,2006,21,Bionicle
7717-1,QUICK Bad Guy Green,2006,26,Bionicle
7718-1,QUICK Bad Guy Yellow,2006,26,Bionicle
7719-1,QUICK Good Guy Red,2006,21,Bionicle
7934-1,Kanoka Disc Launcher and Disc Promotional Polybag,2004,2,Bionicle
8026-1,Kraatu,2004,20,Bionicle
8525-1,Kanohi Mask Pack - US Version,2001,3,Bionicle
8530-1,Kanohi Mask Pack polybag - Non-US Version,2001,2,Bionicle
8531-1,Pohatu,2001,49,Bionicle
8531-2,Pohatu - With mini CD-ROM,2001,50,Bionicle
8532-1,Onua,2001,30,Bionicle
8532-2,Onua - With mini CD-ROM,2001,31,Bionicle
8533-1,Gali,2001,35,Bionicle
8533-2,Gali - With mini CD-ROM,2001,36,Bionicle
8534-1,Tahu,2001,33,Bionicle
8534-2,Tahu - With mini CD-ROM,2001,34,Bionicle
8535-1,Lewa,2001,36,Bionicle
8535-2,Lewa - With mini CD-ROM,2001,37,Bionicle
8536-1,Kopaka,2001,33,Bionicle
8536-2,Kopaka - With mini CD-ROM,2001,34,Bionicle
8537-1,Nui-Rama,2001,142,Bionicle
8538-1,Muaka and Kane-ra,2001,633,Bionicle
8539-1,Manas,2001,439,Bionicle
8540-1,Vakama,2001,26,Bionicle
8541-1,Matau,2001,25,Bionicle
8542-1,Onewa,2001,29,Bionicle
8543-1,Nokama,2001,27,Bionicle
8544-1,Nuju,2001,29,Bionicle
8545-1,Whenua,2001,27,Bionicle
8546-1,Power Pack,2001,10,Bionicle
8548-1,Nui-Jaga,2001,212,Bionicle
8549-1,Tarakava,2001,397,Bionicle
8550-1,Gahlok Va,2002,25,Bionicle
8551-1,Kohrak Va,2002,27,Bionicle
8552-1,Lehvak Va,2002,27,Bionicle
8553-1,Pahrak Va,2002,26,Bionicle
8554-1,Tahnok Va,2002,26,Bionicle
8555-1,Nuhvok Va,2002,25,Bionicle
8556-1,Boxor,2002,158,Bionicle
8557-1,Exo-Toa,2002,376,Bionicle
8558-1,Cahdok and Gahdok,2002,630,Bionicle
8559-1,Krana,2002,0,Bionicle
8560-1,Pahrak,2002,39,Bionicle
8561-1,Nuhvok,2002,42,Bionicle
8562-1,Gahlok,2002,39,Bionicle
8563-1,Tahnok,2002,39,Bionicle
8564-1,Lehvak,2002,39,Bionicle
8565-1,Kohrak,2002,39,Bionicle
8566-1,Onua Nuva,2002,41,Bionicle
8567-1,Lewa Nuva,2002,37,Bionicle
8568-1,Pohatu Nuva,2002,43,Bionicle
8569-1,Krana,2002,0,Bionicle
8570-1,Gali Nuva,2002,43,Bionicle
8571-1,Kopaka Nuva,2002,41,Bionicle
8572-1,Tahu Nuva,2002,36,Bionicle
8573-1,Nuhvok-Kal,2003,40,Bionicle
8574-1,Tahnok-Kal,2003,40,Bionicle
8575-1,Kohrak-Kal,2003,40,Bionicle
8576-1,Lehvak-Kal,2003,40,Bionicle
8577-1,Pahrak-Kal,2003,40,Bionicle
8578-1,Gahlok-Kal,2003,40,Bionicle
8580-1,Kraata,2003,0,Bionicle
8581-1,Kopeke,2003,25,Bionicle
8582-1,Matoro,2003,25,Bionicle
8583-1,Hahli,2003,25,Bionicle
8584-1,Hewkii,2003,25,Bionicle
8584-2,Hewkii (Kabaya Promotional),2003,25,Bionicle
8585-1,Hafu,2003,25,Bionicle
8585-2,Hafu (Kabaya Promotional),2003,25,Bionicle
8586-1,Macku,2003,25,Bionicle
8586-2,Macku (Kabaya Promotional),2003,25,Bionicle
8587-1,Panrahk,2003,44,Bionicle
8587-2,Panrahk - With Shadow Kraata,2003,44,Bionicle
8587-3,Panrahk - With mini CD-ROM,2003,45,Bionicle
8588-1,Kurahk,2003,44,Bionicle
8588-2,Kurahk - With Shadow Kraata,2003,44,Bionicle
8588-3,Kurahk - With mini CD-ROM,2003,44,Bionicle
